"LotShape","LandSlope","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","HeatingQC","KitchenQual","Functional","FireplaceQu","GarageFinish","GarageQual","GarageCond","PoolQC","Fence","MSZoning","Street","Alley","LandContour","Utilities","LotConfig","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","Foundation","Heating","CentralAir","Electrical","GarageType","PavedDrive","MiscFeature","SaleType","SaleCondition","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","Garage","LotFrontage_imp","Id"
1,0,2,2,3,3,1,5,3,2,2,7,3,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","WdShing","Wd Shng","BrkCmn","CBlock","GasA","Y","SBrkr","Attchd","Y","None","COD","Normal",20,80,10197,6,5,1961,1961,491,288,374,700,1362,1362,0,0,1362,1,0,1,1,3,1,6,1,2,504,0,20,0,0,0,0,0,6,2008,1,FALSE,174
1,0,2,2,4,2,1,5,2,2,2,5,3,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Timber","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","Plywood","Stone","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,47,12416,6,5,1986,1986,132,1398,208,0,1606,1651,0,0,1651,1,0,2,0,3,1,7,1,2,616,192,0,0,0,0,0,0,11,2008,1,FALSE,175
0,0,2,2,3,4,3,5,1,2,3,7,4,1,3,3,0,3,"RL","Pave","No alley access","Lvl","AllPub","Corner","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","WdShing","Wd Shng","None","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,84,12615,6,7,1950,2001,0,477,0,725,1202,2158,0,0,2158,1,0,2,0,4,1,7,1,2,576,0,29,39,0,0,0,0,6,2007,1,FALSE,176
1,0,3,2,4,3,1,6,1,2,2,7,3,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Corner","ClearCr","Norm","Norm","1Fam","2Story","Gable","CompShg","Plywood","Plywood","BrkFace","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",60,97,10029,6,5,1988,1989,268,831,0,320,1151,1164,896,0,2060,0,1,2,1,4,1,8,1,2,521,0,228,0,0,192,0,0,9,2007,1,FALSE,177
0,0,3,3,3,3,1,5,4,4,3,7,4,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Sawyer","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",50,75,13650,5,5,1958,1958,0,57,441,554,1052,1252,668,0,1920,1,0,2,0,4,1,8,1,2,451,0,0,0,0,0,0,0,7,2006,1,TRUE,178
1,0,4,2,5,3,1,6,1,4,4,7,4,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","CulDSac","StoneBr","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Y","SBrkr","Attchd","Y","None","New","Partial",20,63,17423,9,5,2008,2009,748,1904,0,312,2216,2234,0,0,2234,1,0,2,0,1,1,9,1,3,1166,0,60,0,0,0,0,0,7,2009,1,FALSE,179
0,0,3,2,3,3,1,1,1,2,2,7,0,1,2,3,0,0,"RM","Pave","No alley access","Lvl","AllPub","Inside","OldTown","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock","GasA","Y","SBrkr","Detchd","N","None","WD","Normal",30,60,8520,5,6,1923,2006,0,0,0,968,968,968,0,0,968,0,0,1,0,2,1,5,0,2,480,0,0,184,0,0,0,0,7,2007,1,FALSE,180
0,0,3,2,4,3,1,6,1,4,3,7,3,1,3,3,0,0,"FV","Pave","No alley access","Lvl","AllPub","Inside","Somerst","Norm","Norm","Twnhs","2Story","Gable","CompShg","MetalSd","MetalSd","BrkFace","PConc","GasA","Y","SBrkr","Detchd","Y","None","WD","Normal",160,34.5,2117,6,5,2000,2000,456,436,0,320,756,769,756,0,1525,0,0,2,1,3,1,5,1,2,440,0,0,0,0,0,0,0,6,2007,1,TRUE,181
0,0,2,2,2,3,1,2,1,3,2,7,4,1,2,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Crawfor","Norm","Norm","1Fam","2Story","Gable","CompShg","Stucco","Stucco","None","BrkTil","GasA","Y","SBrkr","Detchd","Y","None","WD","Normal",70,54,7588,7,6,1920,1950,0,352,0,441,793,901,901,0,1802,0,0,1,1,4,1,9,1,1,216,0,0,40,0,0,0,0,7,2006,1,FALSE,182
0,0,2,2,0,0,0,0,0,4,2,7,4,2,3,3,0,3,"RL","Pave","No alley access","Lvl","AllPub","Inside","Edwards","Artery","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,60,9060,5,6,1957,2006,98,0,0,0,0,1340,0,0,1340,0,0,1,0,3,1,7,1,1,252,116,0,0,180,0,0,0,6,2007,1,FALSE,183
0,0,2,2,4,3,1,1,1,4,3,4,0,1,3,3,0,0,"RM","Pave","No alley access","Lvl","AllPub","Inside","OldTown","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","Detchd","N","None","WD","Normal",50,63,11426,7,5,2003,2003,0,0,0,1362,1362,1362,720,0,2082,0,0,2,1,3,1,6,0,2,484,280,238,0,0,0,0,0,6,2008,1,FALSE,184
1,0,2,2,2,3,1,1,1,3,2,7,0,1,3,3,0,3,"RL","Pave","No alley access","Lvl","AllPub","Inside","BrkSide","RRAn","Feedr","1Fam","1.5Fin","Gable","CompShg","AsbShng","Plywood","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",50,92,7438,5,8,1908,1991,0,0,0,504,504,936,316,0,1252,0,0,1,0,3,1,5,0,2,576,104,0,0,0,0,0,0,6,2006,1,FALSE,185
2,0,3,3,3,3,2,1,1,4,4,7,3,1,5,3,0,4,"RM","Pave","No alley access","Lvl","AllPub","Inside","OldTown","Artery","Norm","1Fam","2.5Fin","Gable","WdShngl","Wd Sdng","Wd Sdng","None","BrkTil","GasA","Y","SBrkr","Detchd","Y","None","WD","Normal",75,90,22950,10,9,1892,1993,0,0,0,1107,1107,1518,1518,572,3608,0,0,2,1,4,1,12,2,3,840,0,260,0,0,410,0,0,6,2006,1,FALSE,186
1,0,2,2,4,3,3,6,1,4,3,7,0,1,3,3,0,4,"RL","Pave","No alley access","Lvl","AllPub","CulDSac","Mitchel","Norm","Norm","1Fam","SLvl","Gable","CompShg","HdBoard","HdBoard","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",80,69,9947,7,5,1990,1991,0,611,0,577,1188,1217,0,0,1217,1,0,2,0,3,1,6,0,2,497,168,27,0,0,0,0,0,6,2009,1,TRUE,187
0,0,2,2,2,3,1,1,1,4,2,5,0,1,2,2,0,3,"RL","Pave","No alley access","Lvl","AllPub","Inside","OldTown","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","HdBoard","HdBoard","None","CBlock","GasA","Y","SBrkr","Detchd","N","None","WD","Normal",50,60,10410,5,7,1916,1987,0,0,0,660,660,808,704,144,1656,0,0,2,1,3,1,8,0,1,180,0,0,0,140,0,0,0,8,2009,1,FALSE,188
0,0,2,2,4,3,3,6,1,2,2,7,3,1,3,3,0,0,"RL","Pave","No alley access","Bnk","AllPub","Inside","SawyerW","Feedr","Norm","Duplex","SFoyer","Gable","CompShg","Plywood","Plywood","Stone","CBlock","GasA","Y","SBrkr","Detchd","Y","None","WD","Alloca",90,64,7018,5,5,1979,1979,275,1086,0,0,1086,1224,0,0,1224,2,0,0,2,2,2,6,2,2,528,120,0,0,0,0,0,0,6,2009,1,FALSE,189
0,0,3,2,5,3,3,6,1,4,4,7,4,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","StoneBr","Norm","Norm","TwnhsE","1Story","Gable","CompShg","CemntBd","CmentBd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",120,41,4923,8,5,2001,2002,0,1153,0,440,1593,1593,0,0,1593,1,0,1,1,0,1,5,1,2,682,0,120,0,0,224,0,0,8,2008,1,FALSE,190
0,1,3,2,4,4,1,3,1,2,3,3,3,1,3,3,0,0,"RL","Pave","No alley access","Bnk","AllPub","Inside","Crawfor","Norm","Norm","1Fam","2Story","Hip","CompShg","BrkFace","BrkFace","None","CBlock","GasA","Y","SBrkr","Detchd","Y","None","WD","Normal",70,70,10570,8,8,1932,1994,0,297,0,556,853,1549,1178,0,2727,0,0,2,1,3,1,10,2,2,440,0,74,0,0,0,0,0,12,2007,1,FALSE,191
1,0,2,2,3,3,1,5,1,3,3,7,0,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","CulDSac","NAmes","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",60,70,7472,7,9,1972,2004,138,626,0,99,725,725,754,0,1479,1,0,1,1,4,1,7,0,2,484,0,32,0,0,0,0,0,6,2007,1,TRUE,192
1,0,3,2,4,3,3,6,1,4,3,7,0,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,68,9017,7,5,1999,1999,0,560,0,871,1431,1431,0,0,1431,1,0,2,0,3,1,6,0,2,666,0,35,0,0,0,0,0,9,2009,1,FALSE,193
0,0,3,2,4,3,1,1,1,4,3,3,0,1,3,3,0,0,"RM","Pave","No alley access","Lvl","AllPub","Inside","Edwards","Norm","Norm","Twnhs","2Story","Gable","CompShg","VinylSd","VinylSd","Stone","PConc","GasA","Y","SBrkr","Detchd","Y","None","WD","Normal",160,24,2522,7,5,2004,2004,50,0,0,970,970,970,739,0,1709,0,0,2,0,3,1,7,0,2,380,0,40,0,0,0,0,0,5,2006,1,FALSE,194
1,0,2,2,3,3,3,5,1,2,2,7,0,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","CollgCr","Norm","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","None","CBlock","GasA","Y","SBrkr","Detchd","Y","None","WD","Normal",20,60,7180,5,7,1972,1972,0,390,0,474,864,864,0,0,864,0,0,1,0,3,1,5,0,1,352,0,0,0,0,0,0,0,5,2008,1,FALSE,195
0,0,2,2,4,3,1,5,1,2,2,7,3,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","FR2","NPkVill","Norm","Norm","Twnhs","2Story","Gable","CompShg","Plywood","Brk Cmn","None","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",160,24,2280,6,6,1976,1976,0,566,0,289,855,855,601,0,1456,0,0,2,1,3,1,7,1,2,440,87,0,0,0,0,0,0,7,2009,1,FALSE,196
0,0,4,2,5,3,1,6,1,4,4,7,4,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Somerst","Norm","Norm","1Fam","1Story","Hip","CompShg","CemntBd","CmentBd","Stone","PConc","GasA","Y","SBrkr","Attchd","Y","None","New","Partial",20,79,9416,7,5,2007,2007,205,1126,0,600,1726,1726,0,0,1726,1,0,2,0,3,1,8,1,3,786,171,138,0,0,266,0,0,9,2007,1,FALSE,197
0,0,3,3,3,3,1,6,2,3,3,7,5,1,3,3,4,4,"RL","Pave","No alley access","Lvl","AllPub","Corner","NAmes","Artery","Norm","1Fam","2Story","Gable","CompShg","Stucco","Stucco","None","PConc","GasA","Y","SBrkr","Detchd","Y","None","WD","Abnorml",75,174,25419,8,4,1918,1990,0,1036,184,140,1360,1360,1360,392,3112,1,1,2,0,4,1,8,1,2,795,0,16,552,0,0,512,0,3,2006,1,FALSE,198
0,0,2,2,3,3,1,1,1,4,2,7,0,0,0,0,0,3,"RM","Pave","No alley access","Lvl","AllPub","Corner","OldTown","Norm","Norm","1Fam","2.5Fin","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock","GasA","Y","SBrkr","No Garage","Y","None","WD","Abnorml",75,92,5520,6,6,1912,1950,0,0,0,755,755,929,929,371,2229,0,0,1,0,5,1,8,0,0,0,0,198,30,0,0,0,0,7,2009,0,FALSE,199
0,0,3,2,5,3,3,6,1,4,4,7,4,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","NridgHt","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,76,9591,8,5,2004,2005,262,1088,0,625,1713,1713,0,0,1713,1,0,2,0,3,1,7,1,3,856,0,26,0,0,170,0,0,1,2009,1,FALSE,200
0,0,2,2,4,3,1,1,1,4,2,7,0,2,3,3,0,0,"RM","Pave","No alley access","Lvl","AllPub","Corner","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,80,8546,4,5,2003,2004,0,0,0,1121,1121,1121,0,0,1121,0,0,2,0,2,1,5,0,2,440,132,64,0,0,0,0,0,3,2010,1,FALSE,201
0,0,2,2,3,3,1,5,2,2,2,7,2,1,3,3,0,3,"RL","Pave","No alley access","Lvl","AllPub","Inside","Mitchel","Norm","Norm","1Fam","1Story","Gable","CompShg","Plywood","Plywood","None","CBlock","GasA","Y","SBrkr","Detchd","Y","None","WD","Normal",20,75,10125,6,6,1977,1977,0,641,279,276,1196,1279,0,0,1279,0,1,2,0,3,1,6,2,2,473,238,83,0,0,0,0,0,2,2008,1,FALSE,202
0,0,2,3,2,3,1,2,1,3,2,6,0,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Corner","OldTown","Artery","Norm","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","BrkTil","GasA","Y","SBrkr","Attchd","Y","None","COD","Normal",50,50,7000,6,6,1924,1950,0,617,0,0,617,865,445,0,1310,0,0,2,0,2,1,6,0,1,398,0,0,126,0,0,0,0,5,2006,1,FALSE,203
0,0,3,2,4,3,3,6,1,4,3,7,4,2,3,3,0,0,"RM","Pave","No alley access","Lvl","AllPub","Inside","CollgCr","Norm","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",120,43,4438,6,5,2004,2004,205,662,0,186,848,848,0,0,848,1,0,1,0,1,1,3,1,2,420,149,0,0,0,0,0,0,1,2008,1,TRUE,204
0,0,2,2,3,3,1,2,1,2,2,7,0,1,3,3,0,1,"RM","Pave","Grvl","Lvl","AllPub","Inside","OldTown","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","AsbShng","AsbShng","None","CBlock","GasA","Y","SBrkr","Detchd","Y","None","WD","Normal",50,50,3500,5,7,1947,1950,0,312,0,408,720,720,564,0,1284,0,0,1,1,2,1,5,0,1,240,0,35,0,0,0,0,0,4,2009,1,FALSE,205
0,0,2,2,4,3,1,1,1,4,2,7,0,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Corner","Gilbert","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,99,11851,7,5,1990,1990,0,0,0,1424,1424,1442,0,0,1442,0,0,2,0,3,1,5,0,2,500,0,34,0,508,0,0,0,5,2009,1,FALSE,206
1,0,2,3,3,3,1,1,1,2,2,5,3,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","CulDSac","Sawyer","RRAe","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,40,13673,5,5,1962,1962,0,0,0,1140,1140,1696,0,0,1696,0,0,1,1,3,1,8,1,1,349,0,30,0,0,0,0,0,3,2007,1,FALSE,207
1,0,2,2,3,3,1,5,3,2,2,7,1,2,3,3,0,2,"RL","Pave","No alley access","Lvl","AllPub","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,70,12493,4,5,1960,1960,0,419,306,375,1100,1100,0,0,1100,1,0,1,0,3,1,6,1,1,312,355,0,0,0,0,0,0,4,2008,1,TRUE,208
1,1,3,2,4,3,4,6,1,4,2,7,4,3,3,3,0,0,"RL","Pave","No alley access","Low","AllPub","Inside","SawyerW","Norm","Norm","1Fam","2Story","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",60,77.5,14364,7,5,1988,1989,128,1065,0,92,1157,1180,882,0,2062,1,0,2,1,3,1,7,1,2,454,60,55,0,0,154,0,0,4,2007,1,TRUE,209
0,0,2,2,4,3,1,3,1,4,2,7,0,2,3,4,0,3,"RL","Pave","No alley access","Lvl","AllPub","Inside","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","HdBoard","HdBoard","Stone","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,75,8250,6,7,1964,1964,260,787,0,305,1092,1092,0,0,1092,1,0,1,0,3,1,6,0,2,504,0,0,0,0,0,0,0,7,2008,1,FALSE,210
0,0,2,2,3,3,1,3,1,2,2,7,0,0,0,0,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","Stucco","Stucco","None","CBlock","GasA","N","FuseA","No Garage","Y","None","WD","Normal",30,67,5604,5,6,1925,1950,0,468,0,396,864,864,0,0,864,1,0,1,0,2,1,5,0,0,0,0,0,96,0,0,0,0,4,2008,0,FALSE,211
0,0,2,2,4,3,2,6,1,4,3,7,0,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Corner","Edwards","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,83,10420,6,5,2009,2009,0,36,0,1176,1212,1212,0,0,1212,0,0,2,0,3,1,6,0,2,460,100,22,0,0,0,0,0,3,2010,1,FALSE,212
0,0,2,2,4,3,1,6,1,4,3,7,3,2,3,3,0,0,"FV","Pave","No alley access","Lvl","AllPub","Inside","Somerst","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","New","Partial",60,72,8640,7,5,2009,2009,0,822,0,78,900,932,920,0,1852,1,0,2,1,3,1,7,1,2,644,168,108,0,0,0,0,0,7,2009,1,FALSE,213
2,0,2,2,4,3,1,5,1,4,2,7,0,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","CulDSac","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,43,13568,5,5,1995,1995,0,716,0,274,990,990,0,0,990,0,1,1,0,3,1,5,0,2,576,224,0,0,0,0,0,0,7,2006,1,FALSE,214
1,0,2,2,4,3,1,6,1,4,2,7,0,3,3,3,0,3,"RL","Pave","No alley access","Lvl","AllPub","FR2","CollgCr","Norm","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","Shed","WD","Normal",60,75,10900,6,7,1977,1977,153,378,0,311,689,689,703,0,1392,0,0,1,1,3,1,6,0,1,299,0,36,0,0,0,0,450,3,2010,1,TRUE,215
1,0,2,2,3,3,1,4,1,2,3,6,2,1,3,3,0,3,"RL","Pave","No alley access","Lvl","AllPub","Inside","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,72,10011,5,6,1957,1996,64,360,0,710,1070,1236,0,0,1236,0,1,1,0,2,1,6,1,1,447,0,0,0,0,0,0,0,5,2006,1,FALSE,216
0,0,3,2,4,3,2,6,1,4,3,7,0,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,65,8450,7,5,2004,2004,266,946,0,490,1436,1436,0,0,1436,1,0,2,0,3,1,8,0,2,484,139,98,0,0,0,0,0,4,2008,1,FALSE,217
0,0,2,2,3,3,1,1,1,1,2,7,0,1,3,3,0,0,"RM","Pave","Grvl","Lvl","AllPub","Inside","OldTown","Norm","Norm","1Fam","2Story","Gable","CompShg","MetalSd","MetalSd","None","CBlock","GasA","N","SBrkr","Detchd","Y","None","WD","Family",70,57,9906,4,4,1925,1950,0,0,0,686,686,810,518,0,1328,0,0,1,0,3,1,8,0,1,210,0,172,60,0,0,0,0,9,2006,1,FALSE,218
1,0,3,3,3,3,1,4,1,4,3,7,3,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Corner","Crawfor","Norm","Norm","1Fam","1.5Fin","Gable","CompShg","VinylSd","VinylSd","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",50,80,15660,7,9,1939,2006,312,341,0,457,798,1137,817,0,1954,0,1,1,1,3,1,8,2,2,431,0,119,150,0,0,0,0,5,2008,1,TRUE,219
0,0,3,2,4,3,3,6,1,4,3,7,0,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Blmngtn","Norm","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Y","SBrkr","Attchd","Y","None","New","Partial",120,43,3010,7,5,2005,2006,16,16,0,1232,1248,1248,0,0,1248,0,0,2,0,2,1,5,0,2,438,108,0,0,0,0,0,0,3,2006,1,FALSE,220
1,0,3,2,4,3,2,1,1,4,3,7,0,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","CollgCr","Norm","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","Attchd","Y","None","New","Partial",20,73,8990,7,5,2006,2006,0,0,0,1498,1498,1498,0,0,1498,0,0,2,0,2,1,5,0,2,675,351,33,0,0,0,0,0,4,2006,1,FALSE,221
1,0,3,2,4,3,1,1,1,4,3,7,3,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Gilbert","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","PConc","GasA","Y","SBrkr","BuiltIn","Y","None","ConLI","Normal",60,70.5,8068,6,5,2002,2002,0,0,0,1010,1010,1010,1257,0,2267,0,0,2,1,4,1,8,1,2,390,120,46,0,0,0,0,0,12,2009,1,TRUE,222
0,0,2,2,4,3,1,5,1,2,2,7,3,2,3,3,0,3,"RL","Pave","No alley access","Lvl","AllPub","Inside","NWAmes","RRAn","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",60,85,11475,6,6,1975,1975,0,550,0,163,713,811,741,0,1552,1,0,2,1,3,1,6,1,2,434,209,208,0,0,0,0,0,2,2006,1,FALSE,223
0,0,2,2,3,3,1,5,2,3,2,7,0,1,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","FR2","NAmes","Norm","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","CBlock","GasA","Y","SBrkr","Detchd","Y","None","WD","Abnorml",20,70,10500,4,6,1971,1971,0,524,180,160,864,864,0,0,864,0,0,1,0,2,1,4,0,2,576,216,0,0,0,0,0,0,3,2009,1,FALSE,224
0,0,4,2,5,3,4,6,1,4,4,7,5,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","NridgHt","Norm","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,103,13472,10,5,2003,2003,922,56,0,2336,2392,2392,0,0,2392,0,0,2,0,3,1,8,1,3,968,248,105,0,0,0,0,0,6,2009,1,FALSE,225
0,0,2,2,3,3,1,1,1,2,2,7,0,1,3,3,0,0,"RM","Pave","No alley access","Lvl","AllPub","Inside","BrDale","Norm","Norm","Twnhs","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Y","SBrkr","Detchd","Y","None","COD","Abnorml",160,21,1680,5,5,1971,1971,142,0,0,630,630,630,672,0,1302,0,0,2,1,3,1,6,0,1,280,0,0,0,0,0,0,0,5,2009,1,FALSE,226
1,0,3,2,4,3,1,6,1,4,3,7,3,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","NoRidge","Norm","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Abnorml",60,82,9950,7,5,1995,1995,290,565,0,638,1203,1214,1306,0,2520,0,0,2,1,4,1,9,1,3,721,224,114,0,0,0,0,0,6,2007,1,FALSE,227
0,0,2,2,3,3,1,3,1,2,2,7,0,1,3,3,0,0,"RM","Pave","No alley access","Lvl","AllPub","Inside","BrDale","Norm","Norm","Twnhs","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock","GasA","Y","SBrkr","Detchd","Y","None","WD","Normal",160,21,1869,6,6,1970,1970,127,321,0,162,483,483,504,0,987,0,0,1,1,2,1,5,0,1,280,0,0,0,0,0,0,0,9,2008,1,FALSE,228
0,0,2,2,3,3,1,5,1,2,2,7,2,1,3,3,0,3,"RL","Pave","No alley access","Lvl","AllPub","FR2","Sawyer","Feedr","Norm","1Fam","1Story","Gable","CompShg","HdBoard","HdBoard","None","CBlock","GasA","Y","SBrkr","Detchd","Y","None","WD","Normal",20,70,8521,5,5,1967,1967,0,842,0,70,912,912,0,0,912,0,0,1,0,3,1,5,1,1,336,0,0,0,0,0,0,0,5,2010,1,FALSE,229
0,0,3,2,4,3,3,6,1,4,3,7,3,3,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","Blmngtn","Norm","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",120,43,3182,7,5,2005,2006,16,16,0,1357,1373,1555,0,0,1555,0,0,2,0,2,1,7,1,2,430,143,20,0,0,0,0,0,5,2009,1,FALSE,230
0,0,2,2,3,3,1,1,1,2,2,7,0,2,3,3,0,0,"RL","Pave","No alley access","Lvl","AllPub","Inside","NAmes","Norm","Norm","1Fam","1Story","Hip","CompShg","MetalSd","MetalSd","BrkFace","CBlock","GasA","Y","SBrkr","Attchd","Y","None","WD","Normal",20,73,8760,6,6,1959,1959,220,0,0,1194,1194,1194,0,0,1194,1,0,1,0,3,1,6,0,1,312,0,0,120,0,0,0,0,4,2010,1,FALSE,231
